cream    NAME
,    O
to    O
serve    O
-LRB-    O
optional    O
-RRB-    O

3/4    QUANTITY
teaspoon    UNIT
salt    NAME
,    O
to    O
taste    O

1    QUANTITY
tablespoon    UNIT
lemon    NAME
juice    NAME
-LRB-    O
can    O
add    O
more    O
to    O
taste    O
-RRB-    O

1/2    QUANTITY
lemon    NAME
,    O
to    O
squeeze    O
-LRB-    O
seeds    O
discarded    O
-RRB-    O

flour    NAME
,    O
to    O
dust    O
work    O
surface    O

sea    NAME
salt    NAME
or    O
kosher    O
salt    O
,    O
to    O
taste    O

pepper    NAME
,    O
to    O
taste    O

1/4    QUANTITY
teaspoon    UNIT
pepper    NAME
-LRB-    O
or    O
to    O
taste    O
-RRB-    O

1/4    QUANTITY
cup    UNIT
sugar    NAME
,    O
to    O
taste    O
-LRB-    O
can    UNIT
use    O
honey    NAME
,    O
agave    NAME
syrup    NAME
,    O
or    O
stevia    O
-RRB-    O

enough    O
broth    NAME
or    O
water    NAME
,    O
to    O
cover    O
tongue    O

cracked    O
black    NAME
pepper    NAME
,    O
to    O
taste    O

4    QUANTITY
corn    NAME
tortillas    NAME
,    O
Julienne    O
and    O
deep    O
fried    O
to    O
crisp    O

fresh    DF
flat    O
leaf    NAME
parsley    NAME
,    O
crusty    O
bread    NAME
and    O
baby    NAME
rocket    O
,    O
to    O
serve    O

2    QUANTITY
tablespoons    UNIT
soy    NAME
sauce    NAME
-LRB-    O
or    O
to    O
taste    O
-RRB-    O

1    QUANTITY
bunch    UNIT
flat    O
leaf    NAME
parsley    NAME
,    O
to    O
garnish    O

salt    NAME
&    O
freshly    DF
ground    STATE
black    NAME
pepper    NAME
,    O
to    O
taste    O

100    QUANTITY
g    UNIT
butter    NAME
,    O
to    O
finish    O

salt    NAME
,    O
pepper    NAME
to    O
taste    O

3    QUANTITY
tablespoons    UNIT
ketchup    NAME
-LRB-    O
or    O
to    O
taste    O
-RRB-    O

3    QUANTITY
scallions    NAME
,    O
thinly    O
sliced    STATE
-LRB-    O
green    O
part    O
only    O
-RRB-    O

ground    STATE
black    NAME
pepper    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

1    QUANTITY
egg    NAME
yolk    NAME

1/2    QUANTITY
cup    UNIT
apple    NAME
cider    NAME
vinegar    NAME
-LRB-    O
sauce    NAME
-RRB-    O

3    QUANTITY
slices    UNIT
best    O
quality    O
deli    NAME
turkey    NAME
breast    NAME
-LRB-    O
real    O
breast    O
-RRB-    O

salt    NAME
&    O
fresh    DF
ground    STATE
pepper    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

fresh    DF
ground    STATE
black    NAME
pepper    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

4    QUANTITY
russet    NAME
potatoes    NAME
,    O
preferably    O
idaho    O

chopped    STATE
fresh    DF
cilantro    NAME
-LRB-    O
to    O
garnish    O
-RRB-    O

1    QUANTITY
firm-ripe    STATE
avocado    NAME
-LRB-    O
about    O
8    QUANTITY
oz    UNIT
.    O
-RRB-    O

1/2    QUANTITY
teaspoon    UNIT
cinnamon    NAME
-LRB-    O
or    O
more    O
-RRB-    O

2    QUANTITY
tablespoons    UNIT
dukkah    NAME

honey    NAME

oregano    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

1/4    QUANTITY
cup    UNIT
vegemite    NAME
-LRB-    O
yeast    O
extract    O
-RRB-    O

paprika    NAME

1    QUANTITY
tablespoon    UNIT
mexican    NAME
caramel    NAME
sauce    NAME
-LRB-    O
cajeta    O
-RRB-    O

1    QUANTITY
large    SIZE
potato    NAME
-LRB-    O
boiled    O
-RRB-    O

1/2    QUANTITY
cup    UNIT
rice    NAME
vinegar    NAME
-LRB-    O
to    O
taste    O
-RRB-    O
or    O
1/2    O
cup    O
white    O
vinegar    O
-LRB-    O
to    O
taste    O
-RRB-    O

1    QUANTITY
teaspoon    UNIT
salt    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

1/4    QUANTITY
teaspoon    UNIT
hot    TEMP
chili    NAME
paste    NAME
-LRB-    O
option    O
-RRB-    O

1    QUANTITY
cup    UNIT
sugar    NAME
-LRB-    O
can    O
use    O
less    O
-RRB-    O

1/2    QUANTITY
teaspoon    UNIT
salt    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

2    QUANTITY
tablespoons    UNIT
sherry    NAME
wine    NAME
vinegar    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

1    QUANTITY
tablespoon    UNIT
black    NAME
pepper    NAME
-LRB-    O
fresh    O
ground    O
-RRB-    O

1/4    QUANTITY
cup    UNIT
red    NAME
wine    NAME
vinegar    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

4    QUANTITY
ounces    UNIT
romano    NAME
cheese    NAME
-LRB-    O
half    O
cut    O
into    O
1/4    O
dice    O
,    O
half    O
finely    O
grated    O
-RRB-    O

cilantro    NAME
-LRB-    O
optional    O
-RRB-    O

2    QUANTITY
tablespoons    UNIT
cilantro    NAME

2    QUANTITY
parsley    NAME
sprigs    UNIT
-LRB-    O
to    O
garnish    O
-RRB-    O

1/2    QUANTITY
teaspoon    UNIT
kosher    NAME
salt    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

2    QUANTITY
teaspoons    UNIT
amchur    NAME

1    QUANTITY
package    UNIT
tempeh    NAME

2    QUANTITY
tablespoons    UNIT
sesame    NAME
oil    NAME
-LRB-    O
may    O
sub    O
with    O
peanut    O
oil    O
-RRB-    O

1/2    QUANTITY
lemon    NAME
-LRB-    O
juice    NAME
of    O
-RRB-    O

3    QUANTITY
cups    UNIT
dashi    NAME

21/2    QUANTITY
cups    UNIT
red    NAME
wine    NAME
-LRB-    O
claret    O
-RRB-    O

1/3    QUANTITY
cup    UNIT
rice    NAME
wine    NAME
-LRB-    O
mirin    NAME
-RRB-    O

1    QUANTITY
lb    UNIT
broccoli    NAME
,    O
cooked    STATE
or    O
1    QUANTITY
lb    UNIT
lettuce    NAME
-LRB-    O
see    O
note    O
-RRB-    O

cilantro    NAME

fresh    DF
cilantro    NAME
-LRB-    O
to    O
garnish    O
-RRB-    O

2-4    QUANTITY
tablespoons    UNIT
brown    NAME
sugar    NAME
-LRB-    O
or    O
white    O
-RRB-    O

feta    NAME
cheese    NAME
-LRB-    O
to    O
garnish    O
-RRB-    O

1    QUANTITY
tablespoon    UNIT
salt    NAME
-LRB-    O
to    O
taste    O
-RRB-    O

30    QUANTITY
g    UNIT
lard    NAME
-LRB-    O
or    O
oil    O
-RRB-    O

pineapple    NAME
-LRB-    O
to    O
garnish    O
-RRB-    O

1/2    QUANTITY
lb    UNIT
ground    STATE
veal    NAME

4    QUANTITY
pita    NAME
bread    NAME
-LRB-    O
to    O
serve    O
-RRB-    O

12    QUANTITY
scotch    NAME
bonnet    NAME
peppers    NAME
or    O
12    O
habanero    O
peppers    O
,    O
6    O
halved    O

2    QUANTITY
teaspoons    UNIT
oregano    NAME

1    QUANTITY
small    SIZE
red    NAME
onion    NAME
-LRB-    O
,    O
chopped    STATE
-RRB-    O

12    QUANTITY
ounces    UNIT
stout    NAME
beer    NAME
-LRB-    O
Dark    O
-RRB-    O

1    QUANTITY
green    NAME
bell    NAME
pepper    NAME
,    O
diced    STATE

1/2    QUANTITY
cup    UNIT
packed    STATE
brown    NAME
sugar    NAME

sour    STATE
cream    NAME

coarse    O
salt    NAME

2    QUANTITY
large    SIZE
red    NAME
apples    NAME
,    O
diced    STATE

2    QUANTITY
eggs    NAME
,    O
separated    STATE

1-2    QUANTITY
large    SIZE
red    NAME
jalapeno    NAME
chiles    NAME
or    O
1-2    O
large    O
green    O
jalapeno    O
pepper    O
,    O
seeded    STATE
and    O
thinly    O
sliced    STATE

1/4    QUANTITY
cup    UNIT
dry    DF
white    NAME
wine    NAME

2    QUANTITY
yellow    NAME
bell    NAME
peppers    NAME
,    O
cut    STATE
into    O
1-inch    O
dice    O

nonstick    O
cooking    NAME
spray    NAME

3    QUANTITY
large    SIZE
avocados    NAME
,    O
diced    STATE

1/2    QUANTITY
red    NAME
onion    NAME
,    O
diced    STATE

1    QUANTITY
cup    UNIT
japanese    NAME
sesame    NAME
oil    NAME

freshly    DF
ground    STATE
coarse    O
black    NAME
pepper    NAME

crushed    STATE
ice    NAME

3/4    QUANTITY
cup    UNIT
dry    DF
red    NAME
wine    NAME

1/2    QUANTITY
cup    UNIT
dry    DF
white    NAME
wine    NAME

400    QUANTITY
g    UNIT
plain    O
white    NAME
flour    NAME

1    QUANTITY
large    SIZE
sweet    NAME
bell    NAME
pepper    NAME
,    O
seeded    STATE
and    O
diced    STATE

extra    NAME
virgin    NAME
olive    NAME
oil    NAME
-LRB-    O
for    O
serving    O
-RRB-    O

fresh    DF
ground    STATE
pepper    NAME

2-3    QUANTITY
medium    SIZE
onions    NAME
,    O
quartered    STATE

sweet    NAME
paprika    NAME

1    QUANTITY
cup    UNIT
onion    NAME
,    O
diced    STATE

2/3    QUANTITY
cup    UNIT
dry    DF
red    NAME
wine    NAME

sugar-free    O
maple    NAME
syrup    NAME

2    QUANTITY
large    SIZE
green    NAME
peppers    NAME
,    O
diced    STATE

2    QUANTITY
teaspoons    UNIT
sriracha    NAME
asian    NAME
hot    TEMP
chili    NAME
sauce    NAME

1    QUANTITY
cup    UNIT
diced    STATE
sweet    NAME
onion    NAME

1/3    QUANTITY
cup    UNIT
orange    NAME
juice    NAME
,    O
fresh    DF

1    QUANTITY
small    SIZE
onion    NAME
,    O
diced    STATE

1/2    QUANTITY
cup    UNIT
diced    STATE
green    NAME
pepper    NAME

10    QUANTITY
peppercorns    NAME
,    O
crushed    STATE

12    QUANTITY
red    NAME
potatoes    NAME
,    O
small    SIZE

red    NAME
wine    NAME
vinegar    NAME

15    QUANTITY
ml    UNIT
white    NAME
chocolate    NAME
syrup    NAME

1    QUANTITY
medium    SIZE
onion    NAME
,    O
diced    STATE

3    QUANTITY
tablespoons    UNIT
red    NAME
onions    NAME
,    O
finely    O
diced    STATE

1    QUANTITY
tablespoon    UNIT
packed    STATE
brown    NAME
sugar    NAME

1    QUANTITY
large    SIZE
red    NAME
onion    NAME
,    O
diced    STATE

1    QUANTITY
cup    UNIT
fresh    DF
parsley    NAME
leaves    NAME
,    O
lightly    O
packed    STATE

1/4    QUANTITY
cup    UNIT
diced    STATE
green    NAME
pepper    NAME

fresh    DF
ground    STATE
black    NAME
pepper    NAME

1    QUANTITY
large    SIZE
avocado    NAME
,    O
diced    STATE

1/2    QUANTITY
cup    UNIT
onion    NAME
,    O
diced    STATE

3/4    QUANTITY
cup    UNIT
fat    STATE
free    STATE
Greek    NAME
yogurt    NAME

fresh    DF
coarse    O
ground    STATE
black    NAME
pepper    NAME

black    NAME
pepper    NAME

1/2    QUANTITY
red    NAME
onion    NAME
,    O
finely    O
diced    STATE

celery    NAME
,    O
diced    STATE

1    QUANTITY
tablespoon    UNIT
soft    NAME
brown    NAME
sugar    NAME

1    QUANTITY
package    UNIT
large    SIZE
ready-to-bake    O
refrigerated    TEMP
buttermilk    NAME
flaky    NAME
biscuits    NAME

powdered    STATE
sugar    NAME

2    QUANTITY
tablespoons    UNIT
coconut    NAME
,    O
grated    STATE
-LRB-    O
dessicated    O
-RRB-    O

1    QUANTITY
cup    UNIT
part-skim    STATE
ricotta    NAME
cheese    NAME

1    QUANTITY
package    UNIT
active    NAME
dry    DF
yeast    NAME

fresh    DF
lemon    NAME
juice    NAME

4    QUANTITY
ounces    UNIT
diced    STATE
green    NAME
chilies    NAME
,    O
canned    STATE
,    O
diced    STATE

1    QUANTITY
cup    UNIT
dry    DF
white    NAME
wine    NAME

1/2    QUANTITY
cup    UNIT
sweet    NAME
onion    NAME
,    O
Sliced    STATE
Thinly    O

1    QUANTITY
medium    SIZE
green    NAME
bell    NAME
pepper    NAME
,    O
seeded    STATE
and    O
diced    STATE

extra    NAME
virgin    NAME
olive    NAME
oil    NAME

4    QUANTITY
large    SIZE
green    NAME
olives    NAME
,    O
garlic    NAME
stuffed    O
and    O
diced    STATE
-LRB-    O
we    O
like    O
Mezzetta    O
-RRB-    O

1/4    QUANTITY
cup    UNIT
diced    STATE
white    NAME
onion    NAME

1/3    QUANTITY
cup    UNIT
low-fat    STATE
sour    STATE
cream    NAME

1    QUANTITY
lb    UNIT
short    SIZE
curly    NAME
pasta    NAME
,    O
such    O
as    O
campanelle    O

1    QUANTITY
small    SIZE
sweet    NAME
onion    NAME
,    O
diced    STATE

2    QUANTITY
chilies    O
,    O
deseeded    STATE
and    O
diced    STATE

1/2    QUANTITY
cup    UNIT
nonfat    STATE
plain    O
yogurt    NAME

3    QUANTITY
tablespoons    UNIT
low    STATE
fat    STATE
natural    O
yogurt    NAME

1    QUANTITY
minced    STATE
small    SIZE
onion    NAME

ground    STATE
black    NAME
pepper    NAME

1/2    QUANTITY
cup    UNIT
yellow    NAME
onion    NAME
,    O
diced    STATE

sour    STATE
cream    NAME
-LRB-    O
optional    O
-RRB-    O

fresh    DF
pepper    NAME

7    QUANTITY
g    UNIT
dry    DF
active    NAME
yeast    NAME

2    QUANTITY
tablespoons    UNIT
jalapeno    NAME
peppers    NAME
,    O
minced    STATE
fresh    DF
-LRB-    O
about    O
1    O
large    O
-RRB-    O

1    QUANTITY
small    SIZE
cluster    UNIT
red    NAME
seedless    STATE
grapes    NAME
-LRB-    O
per    O
person    O
-RRB-    O

1    QUANTITY
red    NAME
pepper    NAME
,    O
cored    STATE
,    O
seeded    STATE
and    O
diced    STATE

coarse    O
sea    NAME
salt    NAME

3    QUANTITY
leeks    NAME
,    O
white    NAME
part    O
,    O
cut    STATE
into    O
1-inch    O
pieces    O

15    QUANTITY
ounces    UNIT
Rotel    NAME
Tomatoes    NAME
,    O
extra    NAME
hot    TEMP
preferred    O

1/4    QUANTITY
small    SIZE
yellow    NAME
sweet    NAME
pepper    NAME

1/4    QUANTITY
cup    UNIT
nonfat    STATE
sour    STATE
cream    NAME

1    QUANTITY
cup    UNIT
fresh    DF
flat    O
leaf    NAME
parsley    NAME
-LRB-    O
firmly    O
packed    O
-RRB-    O

1    QUANTITY
teaspoon    UNIT
fresh    DF
ground    STATE
black    NAME
pepper    NAME
,    O
plus    O
additional    O

1/2    QUANTITY
lb    UNIT
part-skim    STATE
ricotta    NAME
cheese    NAME

1    QUANTITY
sweet    NAME
onion    NAME
,    O
diced    STATE
small    SIZE

1    QUANTITY
pinch    UNIT
coarse    O
black    NAME
pepper    NAME

1/4    QUANTITY
cup    UNIT
diced    STATE
sun-dried    STATE
tomato    NAME

additional    O
snipped    O
fresh    DF
parsley    NAME

3    QUANTITY
scallions    NAME
,    O
white    NAME
and    O
light    DF
green    NAME
part    O
only    O
,    O
sliced    STATE
thin    O

five-spice    NAME
powder    NAME

1/4    QUANTITY
cup    UNIT
fresh    DF
minced    STATE
parsley    NAME

1    QUANTITY
green    NAME
pepper    NAME
,    O
diced    STATE

2    QUANTITY
tablespoons    UNIT
sesame    NAME
seeds    NAME
,    O
raw    STATE
unsalted    STATE

4    QUANTITY
ready-to-bake    O
refrigerated    TEMP
buttermilk    NAME
flaky    NAME
biscuits    NAME

1/2    QUANTITY
cup    UNIT
uncooked    STATE
wild    O
rice    NAME

extra    NAME
virgin    NAME
olive    NAME
oil    NAME
-LRB-    O
to    O
cover    O
skillet    O
-RRB-    O

olive    NAME
oil    NAME

italian    NAME
seasoning    NAME

heavy    NAME
cream    NAME

1/2    QUANTITY
cup    UNIT
canned    STATE
tomato    NAME
,    O
diced    STATE

1    QUANTITY
long    O
green    NAME
chili    NAME

quartered    STATE
lime    NAME

2    QUANTITY
cups    UNIT
milk    NAME
,    O
scalded    O
and    O
still    O
hot    TEMP

1    QUANTITY
large    SIZE
egg    NAME
white    NAME

1    QUANTITY
cup    UNIT
coarse    O
fresh    DF
breadcrumb    O

1    QUANTITY
bag    UNIT
frozen    TEMP
French-cut    O
green    NAME
beans    NAME

1    QUANTITY
teaspoon    UNIT
fresh    DF
coarse    O
ground    STATE
black    NAME
pepper    NAME

1/4    QUANTITY
cup    UNIT
low-fat    STATE
Greek    NAME
yogurt    NAME

8    QUANTITY
slices    UNIT
French    NAME
bread    NAME
,    O
1-inch    O
thick    O

1    QUANTITY
cm    UNIT
fresh    DF
galangal    NAME
root    NAME
-LRB-    O
optional    O
-RRB-    O

1    QUANTITY
small    SIZE
green    NAME
bell    NAME
pepper    NAME
,    O
diced    STATE
in    O
1/2    O
inch    O
pieces    O

granulated    STATE
sugar    NAME
,    O
for    O
souffle    O
mold    O

whipped    NAME
cream    NAME

melted    STATE
butter    NAME

confectioners    NAME
'    O
sugar    NAME

cold    TEMP
water    NAME

1/4    QUANTITY
teaspoon    UNIT
fresh    DF
coarse    O
ground    STATE
black    NAME
pepper    NAME

1/2    QUANTITY
cup    UNIT
green    NAME
pepper    NAME
,    O
diced    STATE

1    QUANTITY
tablespoon    UNIT
white    NAME
onion    NAME
,    O
diced    STATE

1/3    QUANTITY
cup    UNIT
diced    STATE
green    NAME
onion    NAME

prepared    O
horseradish    NAME

1    QUANTITY
large    SIZE
sweet    NAME
potato    NAME

1/2    QUANTITY
cup    UNIT
fresh    DF
soft    NAME
white    NAME
breadcrumb    NAME

1    QUANTITY
cup    UNIT
plain    O
low-fat    STATE
yogurt    NAME

1    QUANTITY
large    SIZE
red    NAME
onion    NAME
,    O
cut    STATE
into    O
narrow    O
wedges    O

3/4    QUANTITY
cup    UNIT
brown    NAME
sugar    NAME
,    O
lightly    O
packed    STATE

1    QUANTITY
dash    UNIT
good    O
olive    NAME
oil    NAME

3/4    QUANTITY
cup    UNIT
dry    DF
white    NAME
wine    NAME

shredded    STATE
lettuce    NAME

1    QUANTITY
onion    NAME
,    O
diced    STATE
fine    O

hot    TEMP
chili    NAME
-LRB-    O
optional    O
-RRB-    O

1    QUANTITY
large    SIZE
jalapeno    NAME
pepper    NAME

hot    TEMP
sauce    NAME
-LRB-    O
optional    O
-RRB-    O

fresh    DF
edible    NAME
flower    NAME
,    O
for    O
garnish    O

1    QUANTITY
cup    UNIT
Italian    NAME
pastina    NAME
,    O
uncooked    STATE

Mexican    NAME
blend    NAME
cheese    NAME

1-3    QUANTITY
long    SIZE
green    NAME
onion    NAME

assorted    NAME
cracker    NAME

2    QUANTITY
large    SIZE
sweet    NAME
red    NAME
peppers    NAME
,    O
cut    STATE
into    O
11/2    O
-    O
inch    O
pieces    O

1/2    QUANTITY
cup    UNIT
white    NAME
wine    NAME
,    O
preferably    O
semi-dry    O

1    QUANTITY
lb    UNIT
fresh    DF
ricotta    NAME
cheese    NAME

4    QUANTITY
teaspoons    UNIT
garlic    NAME
,    O
chopped    STATE

1    QUANTITY
pinch    UNIT
hot    TEMP
red    NAME
pepper    NAME
flakes    NAME
-LRB-    O
optional    O
-RRB-    O

2    QUANTITY
cups    UNIT
thinly    O
sliced    STATE
red    NAME
onions    NAME

21/2    QUANTITY
teaspoons    UNIT
allspice    NAME

4    QUANTITY
teaspoons    UNIT
flour    NAME
,    O
all-purpose    NAME

1/4    QUANTITY
cup    UNIT
raisins    NAME
-LRB-    O
optional    O
-RRB-    O

450    QUANTITY
g    UNIT
lean    O
ground    STATE
beef    NAME
or    O
450    O
g    O
use    O
lamb    O

8    QUANTITY
slices    UNIT
ciabatta    NAME

2    QUANTITY
tablespoons    UNIT
chopped    STATE
hazelnuts    NAME
-LRB-    O
filberts    O
-RRB-    O

3    QUANTITY
hot    TEMP
red    NAME
chili    NAME
peppers    NAME
,    O
seeds    O
discarded    O
,    O
finely    O
chopped    STATE

11/2    QUANTITY
tablespoons    UNIT
cognac    NAME

22    QUANTITY
ounces    UNIT
grilled    STATE
chicken    NAME
breast    NAME
strips    O
-LRB-    O
Frozen    TEMP
-RRB-    O

3    QUANTITY
cups    UNIT
butter    NAME
,    O
softened    STATE

3    QUANTITY
tablespoons    UNIT
onions    NAME
,    O
chopped    STATE

3    QUANTITY
cups    UNIT
quinoa    NAME
-LRB-    O
about    O
2/3    O
cup    O
uncooked    O
will    O
yield    O
this    O
amount    O
,    O
use    O
1-1/3    O
cups    O
of    O
water    O
-RRB-    O

11/2    QUANTITY
cups    UNIT
onions    NAME
-LRB-    O
diced    STATE
-RRB-    O

1-2    QUANTITY
fresh    DF
chili    NAME
pepper    NAME
,    O
seeds    O
removed    O
,    O
finely    O
chopped    STATE

6    QUANTITY
tangerine    NAME
peel    NAME
-LRB-    O
from    O
6    O
tangerines    O
-RRB-    O

1    QUANTITY
sheet    UNIT
nori    NAME
,    O
cut    STATE
into    O
strips    O
-LRB-    O
optional    O
-RRB-    O

2    QUANTITY
cloves    UNIT
garlic    NAME
,    O
chopped    STATE

1    QUANTITY
cup    UNIT
mixed    NAME
peel    O

2    QUANTITY
fluid    UNIT
ounces    UNIT
kirsch    NAME
,    O
heated    TEMP

hot    TEMP
pepper    NAME
flakes    NAME
-LRB-    O
optional    O
-RRB-    O

11/2    QUANTITY
cups    UNIT
ghee    NAME

14    QUANTITY
cups    UNIT
fresh    DF
sliced    STATE
peaches    NAME
,    O
with    O
juice    NAME
-LRB-    O
skins    O
removed    O
-RRB-    O

3    QUANTITY
tablespoons    UNIT
butter    NAME
,    O
divided    STATE

11/2    QUANTITY
cups    UNIT
carrots    NAME
,    O
chopped    STATE

11/2    QUANTITY
cups    UNIT
white    NAME
onions    NAME
-LRB-    O
diced    STATE
-RRB-    O

6    QUANTITY
ounces    UNIT
artichoke    NAME
bottoms    NAME
,    O
canned    STATE

2    QUANTITY
tablespoons    UNIT
cognac    NAME

1    QUANTITY
teaspoon    UNIT
white    NAME
lentils    NAME
-LRB-    O
white    O
urad    O
dal    O
-RRB-    O

34    QUANTITY
cups    UNIT
feta    NAME
cheese    NAME
-LRB-    O
crumbled    STATE
-RRB-    O

1    QUANTITY
tablespoon    UNIT
chives    NAME
-LRB-    O
chopped    STATE
-RRB-    O

1    QUANTITY
package    UNIT
cranberries    NAME
-LRB-    O
fresh    DF
or    O
frozen    TEMP
-RRB-    O

2    QUANTITY
tablespoons    UNIT
fresh    DF
ginger    NAME
-LRB-    O
cut    STATE
in    O
large    SIZE
slices    UNIT
,    O
take    O
out    O
later    O
-RRB-    O

2    QUANTITY
teaspoons    UNIT
garlic    NAME
,    O
chopped    STATE

4    QUANTITY
chipotle    NAME
peppers    NAME
-LRB-    O
rinsed    STATE
,    O
seeds    O
removed    O
-RRB-    O

1    QUANTITY
small    SIZE
eggplant    NAME
,    O
cut    STATE
into    O
5    O
slices    O
lengthwise    O

2    QUANTITY
tablespoons    UNIT
onions    NAME
,    O
chopped    STATE
-LRB-    O
and-or    O
2    O
crushed    O
garlic    O
cloves    O
-RRB-    O

2-3    QUANTITY
cups    UNIT
rice    NAME
,    O
cooked    STATE
-LRB-    O
hot    TEMP
-RRB-    O

21/2    QUANTITY
cups    UNIT
flour    NAME
,    O
sifted    STATE

8    QUANTITY
slices    UNIT
ham    NAME
,    O
thin    O
slices    UNIT

8    QUANTITY
figs    NAME
-LRB-    O
fresh    DF
or    O
dried    O
-RRB-    O

1    QUANTITY
large    SIZE
tomatoes    NAME
,    O
peeled    STATE
,    O
seeds    O
removed    O
,    O
finely    O
chopped    STATE

4    QUANTITY
medium    SIZE
tomatoes    NAME
,    O
cut    O
into    O
1/4-inch-thick    O
slices    O
-LRB-    O
about    O
2    O
pounds    O
-RRB-    O

2    QUANTITY
tablespoons    UNIT
parsley    NAME
,    O
chopped    STATE

11/2    QUANTITY
cups    UNIT
freshly    DF
cooked    STATE
light    DF
red    NAME
kidney    NAME
beans    NAME
-LRB-    O
save    O
some    O
of    O
the    O
cooking    O
liquid    O
-RRB-    O

2    QUANTITY
ounces    UNIT
fresh    DF
snow    O
peas    NAME
-LRB-    O
about    O
20    QUANTITY
-RRB-    O

3    QUANTITY
cups    UNIT
cooked    STATE
shredded    STATE
chicken    NAME
-LRB-    O
we    O
prefer    O
the    O
white    NAME
meat    NAME
-RRB-    O

2    QUANTITY
egg    NAME
yolks    NAME
-LRB-    O
and    O
classic    O
ingredients    O
-RRB-    O

2    QUANTITY
cups    UNIT
creamini    NAME
mushrooms    NAME
-LRB-    O
diced    STATE
-RRB-    O

4    QUANTITY
teaspoons    UNIT
dried    DF
thyme    NAME
-LRB-    O
Bedouins    O
use    O
the    O
desert    O
herbs    O
habuck    O
and    O
marmaraya    O
-RRB-    O
or    O
4    O
teaspoons    O
sage    O
-LRB-    O
Bedouins    O
use    O
the    O
desert    O
herbs    O
habuck    O
and    O
marmaraya    O
-RRB-    O

2    QUANTITY
large    SIZE
onions    NAME
-LRB-    O
grated    STATE
-RRB-    O

11/2    QUANTITY
cups    UNIT
cubed    STATE
,    O
peeled    STATE
rutabagas    NAME

4    QUANTITY
cups    UNIT
flour    NAME
,    O
sifted    STATE

3    QUANTITY
bunches    UNIT
green    NAME
onions    NAME
-LRB-    O
scallions    NAME
-RRB-    O

200    QUANTITY
g    UNIT
ladyfingers    NAME
-LRB-    O
savoiardi    O
-RRB-    O

2    QUANTITY
medium    SIZE
cucumbers    NAME
,    O
peeled    STATE
,    O
sliced    STATE
into    O
rounds    O
-LRB-    O
about    O
3    O
cups    O
-RRB-    O

1    QUANTITY
large    SIZE
vidalia    NAME
onion    NAME
,    O
sliced    STATE

11/2    QUANTITY
lbs    UNIT
ham    NAME
,    O
1/2-inch    O
dice    O

2    QUANTITY
garlic    NAME
cloves    UNIT
-LRB-    O
minced    STATE
-RRB-    O

1/4    QUANTITY
cup    UNIT
blueberries    NAME
-LRB-    O
frozen    TEMP
-RRB-    O

5    QUANTITY
ounces    UNIT
flounder    NAME
fillets    NAME

1    QUANTITY
can    UNIT
coconut    NAME
-LRB-    O
small    SIZE
,    O
do    O
not    O
know    O
how    O
many    O
ounces    O
.    O
This    O
is    O
all    NAME
that    O
the    O
recipe    O
gives    O
-RRB-    O

1/2    QUANTITY
lb    UNIT
black    NAME
olives    NAME
-LRB-    O
pitted    STATE
-RRB-    O

500    QUANTITY
g    UNIT
fresh    DF
beans    NAME
-LRB-    O
recipe    O
calls    O
for    O
green    NAME
but    O
butter    NAME
beans    NAME
are    O
fine    O
too    O
-RRB-    O

apple    NAME
,    O
slices    UNIT
-LRB-    O
optional    O
-RRB-    O

2    QUANTITY
ounces    UNIT
pecans    NAME
or    O
2    O
ounces    O
walnuts    O
,    O
roughly    O
chopped    STATE

5    QUANTITY
cups    UNIT
sliced    STATE
peaches    NAME
-LRB-    O
fresh    DF
or    O
frozen    TEMP
-RRB-    O

2    QUANTITY
cups    UNIT
walnuts    NAME
,    O
finely    O
ground    STATE
in    O
a    O
food    NAME
processor    O

3    QUANTITY
slices    UNIT
bacon    NAME
,    O
rinds    O
cut    STATE
into    O
strips    O
-LRB-    O
row    O
-RRB-    O
or    O
3    O
slices    O
ham    O
,    O
cut    STATE
into    O
strips    O
-LRB-    O
row    O
-RRB-    O

3    QUANTITY
cups    UNIT
beef    NAME
roast    NAME
,    O
cut    STATE
in    O
chunks    O
-LRB-    O
leftover    O
-RRB-    O

2    QUANTITY
tablespoons    UNIT
onions    NAME
,    O
chopped    STATE

1    QUANTITY
tablespoon    UNIT
Worcestershire    NAME
sauce    NAME

1    QUANTITY
pinch    UNIT
cayenne    NAME
pepper    NAME
-LRB-    O
